invoice_date,client_id,products,total_amount,invoice_number
"43597,0840277778",434,"[{'product_id': 894, 'quantity': 2, 'price': 89.05}]","178,1",FAC/2019/0303
"43597,2840277778",123,"[{'product_id': 499, 'quantity': 2, 'price': 453.82}, {'product_id': 347, 'quantity': 2, 'price': 640.69}, {'product_id': 955, 'quantity': 3, 'price': 14.03}, {'product_id': 335, 'quantity': 3, 'price': 846.04}, {'product_id': 1243, 'quantity': 2, 'price': 11.41}]","4792,05",FAC/2019/0304
"43597,2861111111",302,"[{'product_id': 756, 'quantity': 2, 'price': 35.52}, {'product_id': 1788, 'quantity': 3, 'price': 3.56}]","81,72",FAC/2019/0305
"43597,38125",267,"[{'product_id': 711, 'quantity': 3, 'price': 29.88}, {'product_id': 364, 'quantity': 2, 'price': 7.33}]","104,3",FAC/2019/0306
"43597,5006944445",973,"[{'product_id': 1635, 'quantity': 3, 'price': 32.23}, {'product_id': 280, 'quantity': 2, 'price': 112.03}, {'product_id': 458, 'quantity': 4, 'price': 23.03}, {'product_id': 432, 'quantity': 2, 'price': 50.44}, {'product_id': 1420, 'quantity': 3, 'price': 11.22}]","547,41",FAC/2019/0307
"43597,6236111111",783,"[{'product_id': 390, 'quantity': 1, 'price': 33.58}, {'product_id': 426, 'quantity': 3, 'price': 58.6}, {'product_id': 1507, 'quantity': 4, 'price': 44.89}]","388,94",FAC/2019/0308
"43597,9",831,"[{'product_id': 1, 'quantity': 1, 'price': 126.35}, {'product_id': 1098, 'quantity': 3, 'price': 56.99}, {'product_id': 20, 'quantity': 2, 'price': 86.04}, {'product_id': 55, 'quantity': 1, 'price': 6.49}, {'product_id': 1949, 'quantity': 4, 'price': 104.05}]","892,09",FAC/2019/0309
"43598,575",455,"[{'product_id': 1369, 'quantity': 3, 'price': 168.4}, {'product_id': 399, 'quantity': 1, 'price': 33.65}, {'product_id': 491, 'quantity': 4, 'price': 421.41}]","2224,49",FAC/2019/0310
"43599,9923611111",415,"[{'product_id': 132, 'quantity': 3, 'price': 8.73}, {'product_id': 1261, 'quantity': 1, 'price': 38.45}, {'product_id': 866, 'quantity': 1, 'price': 77.96}, {'product_id': 78, 'quantity': 4, 'price': 71.83}, {'product_id': 1976, 'quantity': 4, 'price': 8.59}]","464,28",FAC/2019/0311
"43600,1201388889",229,"[{'product_id': 1769, 'quantity': 4, 'price': 216.42}]","865,68",FAC/2019/0312
"43600,3444444444",324,"[{'product_id': 1632, 'quantity': 4, 'price': 23.96}, {'product_id': 1832, 'quantity': 4, 'price': 6.77}, {'product_id': 1151, 'quantity': 1, 'price': 22.32}, {'product_id': 1553, 'quantity': 4, 'price': 14.98}, {'product_id': 1906, 'quantity': 4, 'price': 10.01}]","245,2",FAC/2019/0313
"43600,375",27,"[{'product_id': 1241, 'quantity': 3, 'price': 952.28}, {'product_id': 778, 'quantity': 1, 'price': 133.83}, {'product_id': 1101, 'quantity': 4, 'price': 79.01}, {'product_id': 192, 'quantity': 3, 'price': 538.3}, {'product_id': 379, 'quantity': 4, 'price': 7.95}]","4953,41",FAC/2019/0314
"43601,9145833333",286,"[{'product_id': 124, 'quantity': 4, 'price': 34.93}, {'product_id': 1895, 'quantity': 1, 'price': 47.78}, {'product_id': 1018, 'quantity': 4, 'price': 34.7}, {'product_id': 650, 'quantity': 2, 'price': 19.63}]","365,56",FAC/2019/0315
"43602,50625",955,"[{'product_id': 114, 'quantity': 1, 'price': 17.49}, {'product_id': 675, 'quantity': 1, 'price': 15.01}, {'product_id': 1045, 'quantity': 3, 'price': 14.39}, {'product_id': 718, 'quantity': 1, 'price': 0.45}]","76,12",FAC/2019/0316
"43602,5909722222",358,"[{'product_id': 386, 'quantity': 1, 'price': 90.46}]","90,46",FAC/2019/0317
"43603,9763888889",774,"[{'product_id': 27, 'quantity': 1, 'price': 27.91}, {'product_id': 900, 'quantity': 4, 'price': 15.68}, {'product_id': 1868, 'quantity': 4, 'price': 49.4}]","288,23",FAC/2019/0318
"43604,89375",11,"[{'product_id': 963, 'quantity': 3, 'price': 0.1}]","0,3",FAC/2019/0319
"43605,0652777778",702,"[{'product_id': 450, 'quantity': 2, 'price': 726.89}, {'product_id': 1022, 'quantity': 4, 'price': 7.55}, {'product_id': 383, 'quantity': 2, 'price': 183.07}]","1850,12",FAC/2019/0320
"43605,2729166667",877,"[{'product_id': 248, 'quantity': 2, 'price': 70.99}, {'product_id': 301, 'quantity': 3, 'price': 267.02}]","943,04",FAC/2019/0321
"43605,3534722222",630,"[{'product_id': 903, 'quantity': 1, 'price': 5.13}]","5,13",FAC/2019/0322
"43606,1319444444",522,"[{'product_id': 1371, 'quantity': 3, 'price': 11.66}, {'product_id': 84, 'quantity': 1, 'price': 77.75}]","112,73",FAC/2019/0323
"43606,2159722222",466,"[{'product_id': 211, 'quantity': 1, 'price': 42.85}]","42,85",FAC/2019/0324
"43607,2076388889",207,"[{'product_id': 1523, 'quantity': 2, 'price': 49.16}]","98,32",FAC/2019/0325
"43607,2208333333",838,"[{'product_id': 30, 'quantity': 3, 'price': 110.92}, {'product_id': 34, 'quantity': 4, 'price': 29.06}, {'product_id': 932, 'quantity': 3, 'price': 27.66}]","531,98",FAC/2019/0326
"43607,6756944444",68,"[{'product_id': 1221, 'quantity': 2, 'price': 31.12}, {'product_id': 1004, 'quantity': 2, 'price': 63.61}, {'product_id': 192, 'quantity': 4, 'price': 538.3}]","2342,66",FAC/2019/0327
"43607,9236111111",234,"[{'product_id': 1760, 'quantity': 1, 'price': 47.46}, {'product_id': 1831, 'quantity': 1, 'price': 75.99}, {'product_id': 458, 'quantity': 1, 'price': 23.03}, {'product_id': 643, 'quantity': 1, 'price': 478.71}]","625,19",FAC/2019/0328
"43608,23125",95,"[{'product_id': 1231, 'quantity': 3, 'price': 5.74}, {'product_id': 1912, 'quantity': 1, 'price': 592.92}]","610,14",FAC/2019/0329
"43608,4902777778",539,"[{'product_id': 1836, 'quantity': 4, 'price': 104.57}, {'product_id': 1595, 'quantity': 4, 'price': 20.87}, {'product_id': 1474, 'quantity': 4, 'price': 540.59}, {'product_id': 1000, 'quantity': 4, 'price': 28.04}]","2776,28",FAC/2019/0330
"43608,9291666667",670,"[{'product_id': 89, 'quantity': 1, 'price': 5.52}, {'product_id': 1899, 'quantity': 1, 'price': 108.68}, {'product_id': 101, 'quantity': 1, 'price': 119.14}]","233,34",FAC/2019/0331
"43609,1625",506,"[{'product_id': 745, 'quantity': 1, 'price': 40.49}]","40,49",FAC/2019/0332
"43610,0881944445",833,"[{'product_id': 273, 'quantity': 3, 'price': 796.22}, {'product_id': 281, 'quantity': 1, 'price': 150.45}, {'product_id': 115, 'quantity': 4, 'price': 10.9}, {'product_id': 1488, 'quantity': 2, 'price': 1.04}]","2584,79",FAC/2019/0333
"43610,6763888889",321,"[{'product_id': 436, 'quantity': 2, 'price': 49.92}, {'product_id': 1052, 'quantity': 4, 'price': 18.06}, {'product_id': 1788, 'quantity': 1, 'price': 3.56}, {'product_id': 796, 'quantity': 4, 'price': 41.55}, {'product_id': 1645, 'quantity': 1, 'price': 14.87}]","356,71",FAC/2019/0334
"43610,7611111111",845,"[{'product_id': 600, 'quantity': 3, 'price': 511.61}, {'product_id': 750, 'quantity': 1, 'price': 334.94}, {'product_id': 1820, 'quantity': 4, 'price': 53.65}, {'product_id': 1350, 'quantity': 1, 'price': 49.99}, {'product_id': 1717, 'quantity': 1, 'price': 16.55}]","2150,91",FAC/2019/0335
"43611,2111111111",2,"[{'product_id': 792, 'quantity': 3, 'price': 78.32}, {'product_id': 698, 'quantity': 1, 'price': 4.61}, {'product_id': 1968, 'quantity': 2, 'price': 2.12}, {'product_id': 1162, 'quantity': 4, 'price': 12.7}]","294,61",FAC/2019/0336
"43611,6916666667",145,"[{'product_id': 1185, 'quantity': 2, 'price': 0.37}, {'product_id': 1768, 'quantity': 4, 'price': 31.75}]","127,74",FAC/2019/0337
"43611,7590277778",950,"[{'product_id': 1539, 'quantity': 2, 'price': 17.76}, {'product_id': 1067, 'quantity': 4, 'price': 27.77}]","146,6",FAC/2019/0338
"43612,0875",483,"[{'product_id': 1193, 'quantity': 1, 'price': 96.43}]","96,43",FAC/2019/0339
"43612,1513888889",310,"[{'product_id': 1719, 'quantity': 4, 'price': 23.81}, {'product_id': 402, 'quantity': 4, 'price': 46.3}, {'product_id': 1439, 'quantity': 1, 'price': 39.44}, {'product_id': 1075, 'quantity': 4, 'price': 14.55}, {'product_id': 1586, 'quantity': 1, 'price': 82.5}]","460,58",FAC/2019/0340
"43612,7180555556",308,"[{'product_id': 53, 'quantity': 2, 'price': 36.76}, {'product_id': 385, 'quantity': 4, 'price': 30.28}, {'product_id': 1371, 'quantity': 4, 'price': 11.66}]","241,28",FAC/2019/0341
"43613,1576388889",596,"[{'product_id': 535, 'quantity': 2, 'price': 150.48}]","300,96",FAC/2019/0342
"43613,2284722222",500,"[{'product_id': 622, 'quantity': 3, 'price': 18.02}]","54,06",FAC/2019/0343
"43613,2569444445",92,"[{'product_id': 440, 'quantity': 2, 'price': 12.51}]","25,02",FAC/2019/0344
"43613,6423611111",152,"[{'product_id': 437, 'quantity': 2, 'price': 19.22}, {'product_id': 1308, 'quantity': 2, 'price': 108.79}, {'product_id': 1944, 'quantity': 2, 'price': 91.61}, {'product_id': 602, 'quantity': 4, 'price': 13.17}]","491,92",FAC/2019/0345
"43613,6472222222",859,"[{'product_id': 523, 'quantity': 3, 'price': 8.58}]","25,74",FAC/2019/0346
"43613,9638888889",123,"[{'product_id': 1533, 'quantity': 1, 'price': 60.22}, {'product_id': 977, 'quantity': 2, 'price': 66.54}, {'product_id': 792, 'quantity': 2, 'price': 78.32}, {'product_id': 404, 'quantity': 3, 'price': 53.22}, {'product_id': 1161, 'quantity': 4, 'price': 38.77}]","664,68",FAC/2019/0347
"43614,5909722222",239,"[{'product_id': 5, 'quantity': 4, 'price': 19.34}, {'product_id': 476, 'quantity': 4, 'price': 38.15}, {'product_id': 445, 'quantity': 4, 'price': 780.96}]","3353,8",FAC/2019/0348
"43614,7402777778",258,"[{'product_id': 1723, 'quantity': 3, 'price': 13.19}, {'product_id': 1396, 'quantity': 2, 'price': 20.28}, {'product_id': 1407, 'quantity': 1, 'price': 21.04}, {'product_id': 1700, 'quantity': 3, 'price': 28.51}, {'product_id': 178, 'quantity': 1, 'price': 229.43}]","416,13",FAC/2019/0349
"43615,1326388889",182,"[{'product_id': 883, 'quantity': 4, 'price': 6.19}, {'product_id': 1881, 'quantity': 2, 'price': 0.1}, {'product_id': 439, 'quantity': 4, 'price': 14.33}]","82,28",FAC/2019/0350
"43615,1590277778",979,"[{'product_id': 1963, 'quantity': 1, 'price': 30.83}, {'product_id': 948, 'quantity': 3, 'price': 14.21}]","73,46",FAC/2019/0351
"43615,4229166667",43,"[{'product_id': 931, 'quantity': 4, 'price': 67.86}, {'product_id': 1862, 'quantity': 2, 'price': 44.41}, {'product_id': 95, 'quantity': 2, 'price': 151.32}, {'product_id': 277, 'quantity': 1, 'price': 4.26}]","667,16",FAC/2019/0352
"43615,56875",913,"[{'product_id': 452, 'quantity': 2, 'price': 37.6}, {'product_id': 1758, 'quantity': 3, 'price': 220.93}]","737,99",FAC/2019/0353
"43615,9104166667",95,"[{'product_id': 1192, 'quantity': 3, 'price': 176.01}, {'product_id': 434, 'quantity': 3, 'price': 24.76}, {'product_id': 351, 'quantity': 4, 'price': 100.85}, {'product_id': 977, 'quantity': 1, 'price': 66.54}, {'product_id': 814, 'quantity': 3, 'price': 356.97}]","2143,16",FAC/2019/0354
"43615,9340277778",984,"[{'product_id': 1628, 'quantity': 1, 'price': 8.77}, {'product_id': 277, 'quantity': 1, 'price': 4.26}]","13,03",FAC/2019/0355
"43615,9743055556",793,"[{'product_id': 609, 'quantity': 3, 'price': 24.54}]","73,62",FAC/2019/0356
"43616,8381944445",130,"[{'product_id': 1189, 'quantity': 2, 'price': 158.55}]","317,1",FAC/2019/0357
"43617,0013888889",832,"[{'product_id': 1499, 'quantity': 1, 'price': 157.83}, {'product_id': 1864, 'quantity': 2, 'price': 173.1}, {'product_id': 1744, 'quantity': 4, 'price': 26.3}]","609,23",FAC/2019/0358
"43617,2541666667",262,"[{'product_id': 1718, 'quantity': 3, 'price': 18.03}, {'product_id': 1172, 'quantity': 4, 'price': 30.54}]","176,25",FAC/2019/0359
"43617,8590277778",25,"[{'product_id': 183, 'quantity': 1, 'price': 37.33}]","37,33",FAC/2019/0360
"43618,7534722222",781,"[{'product_id': 1729, 'quantity': 2, 'price': 266.39}]","532,78",FAC/2019/0361
"43618,9243055556",724,"[{'product_id': 1030, 'quantity': 3, 'price': 46.4}, {'product_id': 1171, 'quantity': 3, 'price': 89.47}]","407,61",FAC/2019/0362
"43619,2347222222",397,"[{'product_id': 554, 'quantity': 4, 'price': 45.85}, {'product_id': 1317, 'quantity': 1, 'price': 33.76}]","217,16",FAC/2019/0363
"43619,9972222222",195,"[{'product_id': 243, 'quantity': 1, 'price': 18.39}, {'product_id': 1191, 'quantity': 4, 'price': 6.31}, {'product_id': 83, 'quantity': 2, 'price': 14.61}, {'product_id': 261, 'quantity': 3, 'price': 539.13}, {'product_id': 1354, 'quantity': 3, 'price': 8.52}]","1715,8",FAC/2019/0364
"43620,7326388889",842,"[{'product_id': 1795, 'quantity': 2, 'price': 160.58}]","321,16",FAC/2019/0365
"43620,8645833333",206,"[{'product_id': 812, 'quantity': 2, 'price': 12.99}, {'product_id': 828, 'quantity': 4, 'price': 290.56}]","1188,22",FAC/2019/0366
"43621,1402777778",157,"[{'product_id': 1218, 'quantity': 2, 'price': 27.88}, {'product_id': 1408, 'quantity': 4, 'price': 34.5}, {'product_id': 1496, 'quantity': 3, 'price': 578.2}, {'product_id': 1746, 'quantity': 3, 'price': 8.48}, {'product_id': 802, 'quantity': 2, 'price': 12.67}]","1979,14",FAC/2019/0367
"43621,1590277778",291,"[{'product_id': 1366, 'quantity': 4, 'price': 19.03}]","76,12",FAC/2019/0368
"43621,5534722222",470,"[{'product_id': 734, 'quantity': 4, 'price': 15.63}]","62,52",FAC/2019/0369
"43622,2944444444",317,"[{'product_id': 791, 'quantity': 2, 'price': 198.94}, {'product_id': 1522, 'quantity': 2, 'price': 16.39}]","430,66",FAC/2019/0370
"43622,4576388889",275,"[{'product_id': 1852, 'quantity': 2, 'price': 157.37}]","314,74",FAC/2019/0371
"43622,7534722222",300,"[{'product_id': 340, 'quantity': 1, 'price': 23.36}, {'product_id': 194, 'quantity': 4, 'price': 133.41}, {'product_id': 1408, 'quantity': 4, 'price': 34.5}]",695,FAC/2019/0372
"43624,3520833333",849,"[{'product_id': 492, 'quantity': 1, 'price': 189.83}, {'product_id': 13, 'quantity': 2, 'price': 2.89}, {'product_id': 243, 'quantity': 1, 'price': 18.39}, {'product_id': 299, 'quantity': 1, 'price': 67.14}]","281,14",FAC/2019/0373
"43624,3986111111",765,"[{'product_id': 104, 'quantity': 3, 'price': 16.88}, {'product_id': 1037, 'quantity': 3, 'price': 28.24}, {'product_id': 198, 'quantity': 2, 'price': 4.63}, {'product_id': 1202, 'quantity': 4, 'price': 345.27}, {'product_id': 17, 'quantity': 4, 'price': 50.2}]","1726,5",FAC/2019/0374
"43625,16875",200,"[{'product_id': 355, 'quantity': 1, 'price': 325.8}, {'product_id': 440, 'quantity': 1, 'price': 12.51}, {'product_id': 1172, 'quantity': 4, 'price': 30.54}, {'product_id': 1243, 'quantity': 3, 'price': 11.41}]","494,7",FAC/2019/0375
"43625,4784722222",679,"[{'product_id': 1359, 'quantity': 3, 'price': 9.68}, {'product_id': 54, 'quantity': 3, 'price': 31.45}]","123,39",FAC/2019/0376
"43625,76875",906,"[{'product_id': 1359, 'quantity': 1, 'price': 9.68}, {'product_id': 632, 'quantity': 1, 'price': 0.1}]","9,78",FAC/2019/0377
"43626,8722222222",633,"[{'product_id': 275, 'quantity': 3, 'price': 0.1}, {'product_id': 6, 'quantity': 2, 'price': 516.07}, {'product_id': 406, 'quantity': 3, 'price': 6.62}]","1052,3",FAC/2019/0378
"43627,18125",413,"[{'product_id': 1933, 'quantity': 3, 'price': 47.28}, {'product_id': 1889, 'quantity': 3, 'price': 28.76}, {'product_id': 779, 'quantity': 3, 'price': 159.1}, {'product_id': 93, 'quantity': 1, 'price': 17.87}]","723,29",FAC/2019/0379
"43627,7958333333",301,"[{'product_id': 217, 'quantity': 3, 'price': 15.34}, {'product_id': 319, 'quantity': 1, 'price': 443.25}]","489,27",FAC/2019/0380
"43628,0125",300,"[{'product_id': 655, 'quantity': 3, 'price': 85.74}]","257,22",FAC/2019/0381
"43628,4243055556",41,"[{'product_id': 1581, 'quantity': 1, 'price': 34.31}, {'product_id': 1966, 'quantity': 3, 'price': 24.13}, {'product_id': 657, 'quantity': 2, 'price': 10.4}, {'product_id': 1343, 'quantity': 2, 'price': 66.14}]","259,78",FAC/2019/0382
"43629,6631944444",778,"[{'product_id': 1336, 'quantity': 4, 'price': 33.76}, {'product_id': 40, 'quantity': 3, 'price': 5.26}]","150,82",FAC/2019/0383
"43629,9361111111",727,"[{'product_id': 1216, 'quantity': 4, 'price': 31.35}, {'product_id': 1250, 'quantity': 1, 'price': 10.93}, {'product_id': 757, 'quantity': 3, 'price': 0.1}]","136,63",FAC/2019/0384
"43629,9395833333",120,"[{'product_id': 1965, 'quantity': 1, 'price': 31.76}, {'product_id': 221, 'quantity': 4, 'price': 37.2}]","180,56",FAC/2019/0385
"43630,0125",435,"[{'product_id': 1846, 'quantity': 3, 'price': 535.07}, {'product_id': 1661, 'quantity': 3, 'price': 356.35}, {'product_id': 875, 'quantity': 1, 'price': 23.54}, {'product_id': 592, 'quantity': 2, 'price': 19.58}]","2736,96",FAC/2019/0386
"43630,0923611111",739,"[{'product_id': 315, 'quantity': 3, 'price': 10.53}, {'product_id': 1608, 'quantity': 1, 'price': 59.89}, {'product_id': 162, 'quantity': 4, 'price': 25.68}]","194,2",FAC/2019/0387
"43630,1305555556",158,"[{'product_id': 830, 'quantity': 4, 'price': 0.1}, {'product_id': 47, 'quantity': 4, 'price': 23.66}]","95,04",FAC/2019/0388
"43630,7569444444",121,"[{'product_id': 1926, 'quantity': 1, 'price': 429.58}, {'product_id': 1083, 'quantity': 1, 'price': 74.94}, {'product_id': 554, 'quantity': 4, 'price': 45.85}, {'product_id': 1760, 'quantity': 3, 'price': 47.46}, {'product_id': 1266, 'quantity': 3, 'price': 202.88}]","1438,94",FAC/2019/0389
"43630,7868055556",922,"[{'product_id': 1223, 'quantity': 2, 'price': 28.25}, {'product_id': 1360, 'quantity': 4, 'price': 462.54}, {'product_id': 672, 'quantity': 4, 'price': 23.17}, {'product_id': 1189, 'quantity': 3, 'price': 158.55}, {'product_id': 1058, 'quantity': 2, 'price': 137.05}]","2749,09",FAC/2019/0390
"43630,9784722222",207,"[{'product_id': 779, 'quantity': 3, 'price': 159.1}, {'product_id': 702, 'quantity': 4, 'price': 298.85}, {'product_id': 1002, 'quantity': 2, 'price': 116.74}]","1906,18",FAC/2019/0391
"43631,3736111111",325,"[{'product_id': 1316, 'quantity': 4, 'price': 182.6}, {'product_id': 1571, 'quantity': 3, 'price': 17.64}, {'product_id': 853, 'quantity': 4, 'price': 9.58}]","821,64",FAC/2019/0392
"43631,7298611111",432,"[{'product_id': 1108, 'quantity': 1, 'price': 375.39}, {'product_id': 1402, 'quantity': 1, 'price': 20.16}]","395,55",FAC/2019/0393
"43633,0381944445",90,"[{'product_id': 956, 'quantity': 2, 'price': 10.56}, {'product_id': 1140, 'quantity': 2, 'price': 6.38}]","33,88",FAC/2019/0394
"43633,0916666667",293,"[{'product_id': 1445, 'quantity': 1, 'price': 124.76}]","124,76",FAC/2019/0395
"43634,0076388889",888,"[{'product_id': 242, 'quantity': 4, 'price': 39.56}]","158,24",FAC/2019/0396
"43634,5208333333",57,"[{'product_id': 350, 'quantity': 3, 'price': 260.3}, {'product_id': 641, 'quantity': 3, 'price': 17.54}, {'product_id': 1200, 'quantity': 2, 'price': 54.12}, {'product_id': 180, 'quantity': 2, 'price': 14.07}]","969,9",FAC/2019/0397
"43634,5444444445",750,"[{'product_id': 125, 'quantity': 1, 'price': 141.91}, {'product_id': 635, 'quantity': 2, 'price': 42.83}, {'product_id': 687, 'quantity': 1, 'price': 10.52}, {'product_id': 1128, 'quantity': 1, 'price': 110.96}]","349,05",FAC/2019/0398
"43636,1527777778",785,"[{'product_id': 60, 'quantity': 2, 'price': 27.19}, {'product_id': 1453, 'quantity': 4, 'price': 57.13}, {'product_id': 810, 'quantity': 4, 'price': 169.66}]","961,54",FAC/2019/0399
"43636,7958333333",209,"[{'product_id': 1162, 'quantity': 2, 'price': 12.7}]","25,4",FAC/2019/0400
"43636,8965277778",870,"[{'product_id': 1114, 'quantity': 3, 'price': 10.53}, {'product_id': 1355, 'quantity': 3, 'price': 55.43}]","197,88",FAC/2019/0401
"43637,34375",145,"[{'product_id': 1848, 'quantity': 3, 'price': 34.01}, {'product_id': 1254, 'quantity': 4, 'price': 0.1}, {'product_id': 1467, 'quantity': 1, 'price': 37.45}, {'product_id': 561, 'quantity': 3, 'price': 31.75}]","235,13",FAC/2019/0402
"43637,6006944445",191,"[{'product_id': 777, 'quantity': 4, 'price': 94.95}, {'product_id': 1392, 'quantity': 3, 'price': 11.85}, {'product_id': 446, 'quantity': 3, 'price': 18.77}, {'product_id': 1132, 'quantity': 1, 'price': 51.94}]","523,6",FAC/2019/0403
"43637,6833333333",345,"[{'product_id': 912, 'quantity': 3, 'price': 11.61}, {'product_id': 1766, 'quantity': 1, 'price': 1.06}]","35,89",FAC/2019/0404
"43638,0625",192,"[{'product_id': 1039, 'quantity': 3, 'price': 84.46}, {'product_id': 130, 'quantity': 2, 'price': 58.35}, {'product_id': 727, 'quantity': 2, 'price': 85.71}, {'product_id': 1424, 'quantity': 3, 'price': 23.08}]","610,74",FAC/2019/0405
"43638,0777777778",943,"[{'product_id': 776, 'quantity': 1, 'price': 17.57}, {'product_id': 1587, 'quantity': 1, 'price': 37.71}, {'product_id': 382, 'quantity': 2, 'price': 25.44}, {'product_id': 1511, 'quantity': 2, 'price': 0.1}]","106,36",FAC/2019/0406
"43638,0791666667",168,"[{'product_id': 848, 'quantity': 4, 'price': 3.3}, {'product_id': 346, 'quantity': 4, 'price': 0.1}, {'product_id': 1772, 'quantity': 3, 'price': 58.97}]","190,51",FAC/2019/0407
"43638,5215277778",439,"[{'product_id': 948, 'quantity': 4, 'price': 14.21}, {'product_id': 974, 'quantity': 4, 'price': 39.36}, {'product_id': 1993, 'quantity': 2, 'price': 318.99}, {'product_id': 1587, 'quantity': 3, 'price': 37.71}, {'product_id': 484, 'quantity': 1, 'price': 10.34}]","975,73",FAC/2019/0408
"43639,7673611111",436,"[{'product_id': 1610, 'quantity': 2, 'price': 36.86}, {'product_id': 941, 'quantity': 3, 'price': 0.1}, {'product_id': 1663, 'quantity': 2, 'price': 11.16}, {'product_id': 904, 'quantity': 3, 'price': 4.91}]","111,07",FAC/2019/0409
"43639,9868055556",750,"[{'product_id': 1175, 'quantity': 4, 'price': 35.61}, {'product_id': 1269, 'quantity': 3, 'price': 65.05}]","337,59",FAC/2019/0410
"43640,4375",212,"[{'product_id': 676, 'quantity': 3, 'price': 5.81}, {'product_id': 525, 'quantity': 4, 'price': 328.62}, {'product_id': 501, 'quantity': 4, 'price': 47.3}]","1521,11",FAC/2019/0411
"43640,9277777778",956,"[{'product_id': 274, 'quantity': 2, 'price': 467.67}, {'product_id': 1216, 'quantity': 2, 'price': 31.35}]","998,04",FAC/2019/0412
"43641,5215277778",40,"[{'product_id': 1917, 'quantity': 2, 'price': 28.07}]","56,14",FAC/2019/0413
"43642,9006944444",953,"[{'product_id': 439, 'quantity': 4, 'price': 14.33}, {'product_id': 522, 'quantity': 3, 'price': 12.4}, {'product_id': 427, 'quantity': 3, 'price': 9.04}, {'product_id': 1115, 'quantity': 2, 'price': 11.49}]","144,62",FAC/2019/0414
"43643,1465277778",298,"[{'product_id': 765, 'quantity': 2, 'price': 494.68}]","989,36",FAC/2019/0415
"43643,1770833333",92,"[{'product_id': 1647, 'quantity': 2, 'price': 59.78}, {'product_id': 508, 'quantity': 3, 'price': 1050.72}, {'product_id': 738, 'quantity': 2, 'price': 28.1}]","3327,92",FAC/2019/0416
"43643,4125",328,"[{'product_id': 239, 'quantity': 4, 'price': 44.88}, {'product_id': 1032, 'quantity': 1, 'price': 580.37}, {'product_id': 1187, 'quantity': 2, 'price': 19.45}, {'product_id': 972, 'quantity': 4, 'price': 72.02}]","1086,87",FAC/2019/0417
"43643,70625",248,"[{'product_id': 875, 'quantity': 4, 'price': 23.54}, {'product_id': 1964, 'quantity': 3, 'price': 190.6}, {'product_id': 1755, 'quantity': 2, 'price': 7.49}, {'product_id': 1209, 'quantity': 2, 'price': 7.13}]","695,2",FAC/2019/0418
"43643,9125",13,"[{'product_id': 933, 'quantity': 4, 'price': 4.72}, {'product_id': 1800, 'quantity': 2, 'price': 43.74}, {'product_id': 1405, 'quantity': 4, 'price': 66.28}, {'product_id': 1954, 'quantity': 2, 'price': 255.74}, {'product_id': 1256, 'quantity': 1, 'price': 10.72}]","893,68",FAC/2019/0419
"43644,2430555556",99,"[{'product_id': 620, 'quantity': 3, 'price': 28.96}, {'product_id': 526, 'quantity': 4, 'price': 316.71}, {'product_id': 1970, 'quantity': 4, 'price': 13.5}, {'product_id': 1000, 'quantity': 2, 'price': 28.04}, {'product_id': 1173, 'quantity': 3, 'price': 6.42}]","1483,06",FAC/2019/0420
"43644,3944444444",312,"[{'product_id': 1085, 'quantity': 4, 'price': 451.26}, {'product_id': 1664, 'quantity': 3, 'price': 40.36}, {'product_id': 32, 'quantity': 3, 'price': 6.56}, {'product_id': 374, 'quantity': 2, 'price': 40.77}]","2027,34",FAC/2019/0421
"43645,2680555556",933,"[{'product_id': 1600, 'quantity': 2, 'price': 448.75}, {'product_id': 627, 'quantity': 1, 'price': 41.61}, {'product_id': 635, 'quantity': 1, 'price': 42.83}, {'product_id': 176, 'quantity': 2, 'price': 10.15}, {'product_id': 576, 'quantity': 3, 'price': 16.19}]","1050,81",FAC/2019/0422
"43645,9847222222",224,"[{'product_id': 944, 'quantity': 2, 'price': 178.86}, {'product_id': 65, 'quantity': 4, 'price': 16.95}, {'product_id': 158, 'quantity': 3, 'price': 27.25}]","507,27",FAC/2019/0423
"43646,0506944444",376,"[{'product_id': 641, 'quantity': 2, 'price': 17.54}, {'product_id': 1396, 'quantity': 2, 'price': 20.28}, {'product_id': 1026, 'quantity': 4, 'price': 258.58}, {'product_id': 922, 'quantity': 2, 'price': 87.58}]","1285,12",FAC/2019/0424
"43646,0729166667",710,"[{'product_id': 1583, 'quantity': 4, 'price': 422.14}, {'product_id': 626, 'quantity': 1, 'price': 6.32}, {'product_id': 1068, 'quantity': 4, 'price': 54.32}]","1912,16",FAC/2019/0425
"43647,05625",276,"[{'product_id': 1066, 'quantity': 2, 'price': 3.7}]","7,4",FAC/2019/0426
"43647,1527777778",56,"[{'product_id': 200, 'quantity': 4, 'price': 217.28}, {'product_id': 629, 'quantity': 2, 'price': 8.27}, {'product_id': 1307, 'quantity': 3, 'price': 45.34}, {'product_id': 1632, 'quantity': 1, 'price': 23.96}]","1045,64",FAC/2019/0427
"43648,0138888889",171,"[{'product_id': 1449, 'quantity': 1, 'price': 18.84}]","18,84",FAC/2019/0428
"43648,825",316,"[{'product_id': 1587, 'quantity': 2, 'price': 37.71}, {'product_id': 556, 'quantity': 4, 'price': 44.25}, {'product_id': 183, 'quantity': 3, 'price': 37.33}]","364,41",FAC/2019/0429
